Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
12/02/2015,MERZ,4D,,WHI,V894398,IL,10300 S. Doty,(773) 568-8495,2777889
12/02/2015,MERZ,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6832770
12/02/2015,MITS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2777894
12/02/2015,MITS,LL,,MAR,K825710,IL,701 N. Sacramento,(773) 265-7605,6832787
12/02/2015,NISS,4D,ALT,WHI,E891152,IL,701 N. Sacramento,(773) 265-7605,6832779
12/02/2015,NISS,4D,,GRY,R461656,IL,701 N. Sacramento,(773) 265-7605,6832946
12/02/2015,NISS,4D,SEN,WHI,S146315,IL,701 N. Sacramento,(773) 265-7605,6832878
12/02/2015,NISS,4D,,BLK,E708100,IL,701 N. Sacramento,(773) 265-7605,6832853
12/02/2015,NISS,4D,,WHI,N804029,IL,10300 S. Doty,(773) 568-8495,2777835
12/02/2015,NISS,4D,,BLK,206S484,IL,10300 S. Doty,(773) 568-8495,2777752
12/02/2015,NISS,4D,,BLK,6970021,IL,10300 S. Doty,(773) 568-8495,2777818
12/02/2015,NISS,4D,,GRY,E818549,IL,701 N. Sacramento,(773) 265-7605,6832920
12/02/2015,NISS,4D,ALT,RED,V669008,IL,10300 S. Doty,(773) 568-8495,2777833
12/02/2015,NISS,LL,,BLK,E570131,IL,701 N. Sacramento,(773) 265-7605,6832930
12/02/2015,NISS,VN,,WHI,E214228,IL,701 N. Sacramento,(773) 265-7605,6832933
12/02/2015,OLDS,2D,CUT,BLU,V760294,IL,701 N. Sacramento,(773) 265-1846,1534083
12/02/2015,OLDS,4D,REG,TAN,,IL,10300 S. Doty,(773) 785-9752,1715708
12/02/2015,OLDS,4D,ALO,SIL,N786028,IL,701 N. Sacramento,(773) 265-7605,6832792
12/02/2015,OLDS,LL,,WHI,,,10300 S. Doty,(773) 568-8495,2777759
12/02/2015,OTTE,MC,,BLK,DN8165,IL,10300 S. Doty,(773) 785-9752,1715710
12/02/2015,PLYM,4D,,WHI,H547370,IL,701 N. Sacramento,(773) 265-7605,6832954
12/02/2015,PLYM,4D,,WHI,444S152,IL,701 N. Sacramento,(773) 265-7605,6832896
12/02/2015,PLYM,VN,,MAR,V331389,IL,701 N. Sacramento,(773) 265-7605,6832952
12/02/2015,PONT,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6832960
12/02/2015,PONT,4D,,WHI,E382972,IL,701 N. Sacramento,(773) 265-7605,6832752
12/02/2015,PONT,4D,,RED,N953228,IL,10300 S. Doty,(773) 568-8495,2777836
12/02/2015,PONT,4D,,TAN,Z483486,IL,701 N. Sacramento,(773) 265-7605,6832751
12/02/2015,PONT,4D,,MAR,E481813,IL,10300 S. Doty,(773) 568-8495,2777892
12/02/2015,PONT,4D,,SIL,E512773,IL,701 N. Sacramento,(773) 265-7605,6832786
12/02/2015,PONT,LL,,GRY,P676697,IL,10300 S. Doty,(773) 568-8495,2777890
12/02/2015,PONT,VN,TK,BLU,,IL,701 N. Sacramento,(773) 265-7605,6832961
12/02/2015,TOYT,2D,,MAR,R112508,IL,701 N. Sacramento,(773) 265-7605,6832791
12/02/2015,TOYT,2D,,SIL,L295494,IL,10300 S. Doty,(773) 568-8495,2777832
12/02/2015,TOYT,4D,,GRY,Y910021,IL,400 E. Lower Wacker,(312) 744-7550,938998
12/02/2015,TOYT,4D,,GRY,E816451,IL,10300 S. Doty,(773) 568-8495,2777868
12/02/2015,TOYT,4D,CAM,RED,441S439,IL,10300 S. Doty,(773) 568-8495,2777764
12/02/2015,TOYT,4D,,BLK,V858697,IL,701 N. Sacramento,(773) 265-7605,6832768
12/02/2015,TOYT,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6832964
12/02/2015,TOYT,4D,COA,SIL,H818143,IL,10300 S. Doty,(773) 568-8495,2777883
12/02/2015,TOYT,4D,,BLU,E802300,IL,10300 S. Doty,(773) 568-8495,2777903
12/02/2015,TOYT,4D,,GRN,P609829,IL,701 N. Sacramento,(773) 265-7605,6832761
12/02/2015,TOYT,4D,,BLU,V684763,IL,701 N. Sacramento,(773) 265-7605,6832932
12/02/2015,TOYT,4D,CAM,GLD,H149121,IL,701 N. Sacramento,(773) 265-7605,6832901
12/02/2015,TOYT,4D,CAM,GRN,E975991,IL,701 N. Sacramento,(773) 265-7605,6832784
12/02/2015,TOYT,4D,COA,GRN,S361628,IL,10300 S. Doty,(773) 568-8495,2777831
12/02/2015,TOYT,LL,,SIL,H813906,IL,701 N. Sacramento,(773) 265-7605,6832924
12/02/2015,TOYT,LL,,WHI,R528125,IL,701 N. Sacramento,(773) 265-7605,6832829
12/02/2015,TOYT,LL,RAV,SIL,E290266,IL,701 N. Sacramento,(773) 265-7605,6832891
12/02/2015,VOLK,4D,PAS,BLK,79869FF,IL,10300 S. Doty,(773) 568-8495,2777873
12/02/2015,VOLK,4D,,BLK,Z438264,IL,10300 S. Doty,(773) 568-8495,2777899
12/02/2015,VOLK,4D,JET,BLK,AML3863,NC,701 N. Sacramento,(773) 265-7605,6832766
12/02/2015,VOLV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6832795
12/01/2015,ACUR,4D,,SIL,R148815,IL,10300 S. Doty,(773) 568-8495,2777723
12/01/2015,AUDI,4D,,WHI,Z243706,IL,701 N. Sacramento,(773) 265-7605,6832636
12/01/2015,BMW,2D,,GRY,GBM9278,TX,400 E. Lower Wacker,(312) 744-7550,938976
12/01/2015,BMW,2D,,WHI,P4812752,IL,10300 S. Doty,(773) 568-8495,2777772
12/01/2015,BMW,4D,,WHI,E155986,IL,10300 S. Doty,(773) 568-8495,2777722
12/01/2015,BMW,LL,,BLU,E686165,IL,701 N. Sacramento,(773) 265-7605,6832705
12/01/2015,BUIC,4D,,BLU,Y739963,IL,10300 S. Doty,(773) 568-8495,2777711
12/01/2015,BUIC,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6832545
12/01/2015,BUIC,LL,,TAN,,IL,10300 S. Doty,(773) 568-8495,2777730
12/01/2015,CADI,2D,,WHI,6744027,IL,10300 S. Doty,(773) 568-8495,2777725
12/01/2015,CADI,LL,,WHI,Y716771,IL,701 N. Sacramento,(773) 265-7605,6832746
12/01/2015,CHEV,2D,,WHI,54521Z,IL,10300 S. Doty,(773) 568-8495,2777742
12/01/2015,CHEV,2D,,SIL,Z158214,IL,701 N. Sacramento,(773) 265-7605,6832546
12/01/2015,CHEV,4D,,TAN,E747067,IL,701 N. Sacramento,(773) 265-7605,6832694
12/01/2015,CHEV,4D,,MAR,155S434,IL,701 N. Sacramento,(773) 265-7605,6832708
12/01/2015,CHEV,4D,,BLU,R251534,IL,400 E. Lower Wacker,(312) 744-7550,938954
12/01/2015,CHEV,4D,,SIL,KM1COR,MT,701 N. Sacramento,(773) 265-7605,6832743
12/01/2015,CHEV,4D,,GRY,V677280,IL,701 N. Sacramento,(773) 265-7605,6832744
12/01/2015,CHEV,4D,,SIL,L645515,IL,400 E. Lower Wacker,(312) 744-7550,938937
12/01/2015,CHEV,4D,,WHI,382S694,IL,10300 S. Doty,(773) 568-8495,2777741
12/01/2015,CHEV,4D,,GRY,Y826658,IL,10300 S. Doty,(773) 568-8495,2777724
12/01/2015,CHEV,4D,,BLU,E873823,IL,10300 S. Doty,(773) 568-8495,2777716
12/01/2015,CHEV,LL,TK,WHI,V754259,IL,701 N. Sacramento,(773) 265-7605,6832722
12/01/2015,CHEV,LL,TK,BLK,V328536,IL,701 N. Sacramento,(773) 265-7605,6832726
12/01/2015,CHEV,VN,,BLU,V829360.,IL,701 N. Sacramento,(773) 265-7605,6832714
12/01/2015,CHRY,2D,,BLK,E389333,IL,10300 S. Doty,(773) 568-8495,2777731
12/01/2015,CHRY,4D,,BLK,6459707,IL,701 N. Sacramento,(773) 265-7605,6832730
12/01/2015,CHRY,4D,,BLK,E272380,IL,701 N. Sacramento,(773) 265-7605,6832723
12/01/2015,CHRY,4D,,WHI,K548070,IL,701 N. Sacramento,(773) 265-7605,6832721
12/01/2015,CHRY,4D,,GRY,R198006,IL,10300 S. Doty,(773) 568-8495,2777737
12/01/2015,CHRY,4D,,BLU,S393143,IL,701 N. Sacramento,(773) 265-7605,6832731
12/01/2015,CHRY,4D,,BLU,E745463,IL,701 N. Sacramento,(773) 265-7605,6832707
12/01/2015,CHRY,LL,,BLU,Y770292,IL,10300 S. Doty,(773) 568-8495,2777745
12/01/2015,CHRY,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2777727
12/01/2015,CHRY,VN,,WHI,E468424,IL,10300 S. Doty,(773) 568-8495,2777732
12/01/2015,DODG,4D,,BLK,E446043,IL,10300 S. Doty,(773) 568-8495,2777743
12/01/2015,DODG,4D,,SIL,8526737,IL,701 N. Sacramento,(773) 265-7605,6832699
12/01/2015,DODG,PK,,BLK,1582891-,IL,701 N. Sacramento,(773) 265-7605,6832552
12/01/2015,DODG,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2777714
12/01/2015,DODG,VN,,GRY,E997713,IL,701 N. Sacramento,(773) 265-7605,6832693
12/01/2015,DODG,VN,TK,WHI,S946119,IL,10300 S. Doty,(773) 568-8495,2777734
12/01/2015,DODG,VN,,RED,E581551,IL,10300 S. Doty,(773) 568-8495,2777712
12/01/2015,FORD,4D,,RED,,,10300 S. Doty,(773) 785-9752,1715707
12/01/2015,FORD,4D,,TAN,L557419,IL,701 N. Sacramento,(773) 265-7605,6832538
12/01/2015,FORD,4D,,WHI,257XW,IN,701 N. Sacramento,(773) 265-7605,6832542
12/01/2015,FORD,4D,,BLU,E493928,IL,701 N. Sacramento,(773) 265-7605,6832704
12/01/2015,FORD,4D,,GRY,E704416,IL,701 N. Sacramento,(773) 265-7605,6832554
12/01/2015,FORD,4D,,GRY,E990713,IL,10300 S. Doty,(773) 568-8495,2777721
12/01/2015,FORD,4D,,WHI,E431335,IL,701 N. Sacramento,(773) 265-7605,6832700
12/01/2015,FORD,4D,,RED,V888732,IL,701 N. Sacramento,(773) 265-7605,6832745
12/01/2015,FORD,4D,,SIL,9434700,IL,10300 S. Doty,(773) 568-8495,2777825
12/01/2015,FORD,LL,,BLK,S224997,IL,701 N. Sacramento,(773) 265-7605,6832685
12/01/2015,FORD,LL,,RED,S209575,IL,10300 S. Doty,(773) 568-8495,2777718
12/01/2015,FORD,LL,TK,RED,Y801873,IL,10300 S. Doty,(773) 568-8495,2777735
12/01/2015,FORD,LL,TK,SIL,E436681,IL,701 N. Sacramento,(773) 265-7605,6832734
12/01/2015,FORD,PK,TK,BLK,1846188B,IL,10300 S. Doty,(773) 568-8495,2777740
12/01/2015,FORD,VN,TK,RED,X105091,IL,701 N. Sacramento,(773) 265-7605,6832732
12/01/2015,GMC,LL,,TAN,S240614,IL,701 N. Sacramento,(773) 265-7605,6832543
12/01/2015,GMC,VN,TK,WHI,1759654B,IL,10300 S. Doty,(773) 785-9752,1715706
12/01/2015,HOND,2D,,BLK,87058FF,IL,701 N. Sacramento,(773) 265-7605,6832547
12/01/2015,HOND,2D,,SIL,V611064,IL,701 N. Sacramento,(773) 265-7605,6832541
12/01/2015,HOND,4D,,GRY,X126535,IL,701 N. Sacramento,(773) 265-7605,6832558
12/01/2015,HOND,4D,,BLK,9381586,IL,10300 S. Doty,(773) 568-8495,2777726
12/01/2015,HOND,4D,,BLK,S158293,IL,10300 S. Doty,(773) 568-8495,2777791
12/01/2015,HOND,4D,,BLU,E754166,IL,10300 S. Doty,(773) 568-8495,2777738
12/01/2015,HOND,4D,,WHI,9862009,IL,701 N. Sacramento,(773) 265-7605,6832618
12/01/2015,HOND,4D,,SIL,348UB0,CO,10300 S. Doty,(773) 568-8495,2777786
12/01/2015,HOND,4D,,GRN,S903855,IL,701 N. Sacramento,(773) 265-7605,6832539
12/01/2015,HOND,LL,,TAN,E440721,IL,701 N. Sacramento,(773) 265-7605,6832548
12/01/2015,HYUN,2D,,WHI,752BWJ,IN,701 N. Sacramento,(773) 265-7605,6832544
12/01/2015,HYUN,4D,,GRN,E239293,IL,701 N. Sacramento,(773) 265-7605,6832740
12/01/2015,HYUN,4D,,SIL,K942818,IL,10300 S. Doty,(773) 568-8495,2777736
12/01/2015,HYUN,4D,,WHI,Y968477,IL,701 N. Sacramento,(773) 265-7605,6832741
12/01/2015,HYUN,4D,,GLD,E697207,IL,701 N. Sacramento,(773) 265-7605,6832710
12/01/2015,JEEP,4D,,BRO,217S981,IL,701 N. Sacramento,(773) 265-7605,6832540
12/01/2015,KIA,4D,,RED,Z558447,IL,701 N. Sacramento,(773) 265-7605,6832550
12/01/2015,LEXS,4D,,GRN,E871026,IL,701 N. Sacramento,(773) 265-7605,6832729
12/01/2015,LEXS,4D,,WHI,E950614,IL,701 N. Sacramento,(773) 265-7605,6832703
12/01/2015,LINC,4D,,BLK,Z405246,IL,701 N. Sacramento,(773) 265-7605,6832735
12/01/2015,MAZD,4D,,RED,6025671,IL,400 E. Lower Wacker,(312) 744-7550,938952
12/01/2015,MAZD,4D,,BLU,N511141,IL,10300 S. Doty,(773) 568-8495,2777739
12/01/2015,MERC,4D,,TAN,R781504,IL,10300 S. Doty,(773) 568-8495,2777746
12/01/2015,MERC,LL,,BLK,E627572,IL,701 N. Sacramento,(773) 265-7605,6832720
12/01/2015,MERC,VN,,BLK,V841688,IL,701 N. Sacramento,(773) 265-7605,6832715
12/01/2015,MERZ,LL,TK,BLK,E708329,IL,701 N. Sacramento,(773) 265-7605,6832742
12/01/2015,MERZ,LL,,GRY,V744253,IL,701 N. Sacramento,(773) 265-7605,6832695
12/01/2015,MITS,2D,,BLK,T544752,IL,400 E. Lower Wacker,(312) 744-7550,938951
12/01/2015,MITS,4D,,TAN,318S859,IL,701 N. Sacramento,(773) 265-7605,6832698
12/01/2015,MITS,PK,,WHI,866R422,IL,10300 S. Doty,(773) 568-8495,2777715
12/01/2015,NISS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6832716
12/01/2015,NISS,4D,,GLD,S947676,IL,701 N. Sacramento,(773) 265-7605,6832728
12/01/2015,NISS,LL,,GRY,P544959,IL,701 N. Sacramento,(773) 265-7605,6832733
12/01/2015,OLDS,4D,,MAR,WISC1,IL,701 N. Sacramento,(773) 265-7605,6832566
12/01/2015,OLDS,4D,,WHI,E650475,IL,701 N. Sacramento,(773) 265-7605,6832697
12/01/2015,PLYM,VN,,SIL,S894093,IL,10300 S. Doty,(773) 568-8495,2777747
12/01/2015,PONT,4D,,SIL,V762636,IL,701 N. Sacramento,(773) 265-7605,6832724
12/01/2015,PONT,4D,,SIL,N599232,IL,701 N. Sacramento,(773) 265-7605,6832551
12/01/2015,PONT,4D,,BLK,E469996,IL,10300 S. Doty,(773) 568-8495,2777733
12/01/2015,SATR,4D,,RED,E611414,IL,701 N. Sacramento,(773) 265-7605,6832553
12/01/2015,SATR,4D,,GRY,949XNU,WI,701 N. Sacramento,(773) 265-7605,6832712
12/01/2015,SUBA,4D,,GRY,Y792103,IL,10300 S. Doty,(773) 568-8495,2777779
12/01/2015,SUBA,4D,,BLK,R899371,IL,701 N. Sacramento,(773) 265-7605,6832738
12/01/2015,TOYT,4D,,BLK,X829518,IL,10300 S. Doty,(773) 568-8495,2777769
12/01/2015,TOYT,4D,,SIL,E876237,IL,701 N. Sacramento,(773) 265-7605,6832549
12/01/2015,TOYT,4D,,BLK,V529098,IL,701 N. Sacramento,(773) 265-7605,6832615
12/01/2015,TOYT,4D,,SIL,R601460,IL,10300 S. Doty,(773) 568-8495,2777789
12/01/2015,TOYT,4D,,GRY,V854183,IL,701 N. Sacramento,(773) 265-7605,6832736
12/01/2015,TOYT,4D,,GRN,N955956,IL,701 N. Sacramento,(773) 265-7605,6832570
12/01/2015,TOYT,LL,,RED,E532241,IL,10300 S. Doty,(773) 568-8495,2777796
12/01/2015,TOYT,VN,,GRY,Y765088,IL,10300 S. Doty,(773) 568-8495,2777785
12/01/2015,TOYT,VN,,GRY,Y765088,IL,10300 S. Doty,(773) 568-8495,2777785
12/01/2015,VOLK,4D,,GLD,Y715760,IL,701 N. Sacramento,(773) 265-7605,6832578
12/01/2015,VOLK,4D,,WHI,P946230,IL,10300 S. Doty,(773) 568-8495,2777744
12/01/2015,VOLV,4D,,SIL,5950021,IL,701 N. Sacramento,(773) 265-7605,6832701
12/01/2015,ZCZY,MC,,,DV1343,IL,701 N. Sacramento,(773) 265-7605,6832594
11/30/2015,ACUR,4D,,BLK,367S588,IL,701 N. Sacramento,(773) 265-7605,6832537
11/30/2015,ACUR,4D,,BLK,L933243,IL,10300 S. Doty,(773) 568-8495,2777693
11/30/2015,BUIC,4D,,SIL,V490573,IL,10300 S. Doty,(773) 568-8495,2777654
11/30/2015,BUIC,4D,,BLK,417VEE,WI,10300 S. Doty,(773) 568-8495,2777701
11/30/2015,BUIC,4D,CEN,GRN,S956294,IL,10300 S. Doty,(773) 568-8495,2777674
11/30/2015,CHEV,2D,,BLK,S247362,IL,10300 S. Doty,(773) 568-8495,2777708
11/30/2015,CHEV,2D,MOC,SIL,S859833,IL,10300 S. Doty,(773) 568-8495,2777692
11/30/2015,CHEV,4D,,BLK,Z270151,IL,10300 S. Doty,(773) 568-8495,2777647
11/30/2015,CHEV,4D,IMP,SIL,V512852,IL,701 N. Sacramento,(773) 265-7605,6832524
11/30/2015,CHEV,4D,IMP,SIL,,IL,10300 S. Doty,(773) 568-8495,2777671
11/30/2015,CHEV,4D,,GLD,596MHL,IN,10300 S. Doty,(773) 568-8495,2777706
11/30/2015,CHEV,4D,,BLK,180S952,IL,10300 S. Doty,(773) 568-8495,2777651
11/30/2015,CHEV,4D,,GRY,P412888,IL,701 N. Sacramento,(773) 265-7605,6832510
11/30/2015,CHEV,4D,,RED,DL6831H,IL,701 N. Sacramento,(773) 265-7605,6832536
11/30/2015,CHEV,4D,,GRY,E933012,IL,701 N. Sacramento,(773) 265-7605,6832518
11/30/2015,CHEV,4D,,BLK,URI716,IN,10300 S. Doty,(773) 568-8495,2777658
11/30/2015,CHEV,PK,,MAR,TK507LWY,IN,701 N. Sacramento,(773) 265-1846,1534081
11/30/2015,CHEV,VN,TK,SIL,,IL,701 N. Sacramento,(773) 265-7605,6832531
11/30/2015,CHEV,VN,TK,BRO,,IL,701 N. Sacramento,(773) 265-7605,6832527
11/30/2015,CHRY,VN,,SIL,Z405201,IL,10300 S. Doty,(773) 568-8495,2777698
11/30/2015,CHRY,VN,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6832514
11/30/2015,DAEW,4D,,SIL,E688021,IL,701 N. Sacramento,(773) 265-7605,6832509
11/30/2015,DODG,4D,,RED,BJE4072,IN,10300 S. Doty,(773) 568-8495,2777681
11/30/2015,DODG,4D,,SIL,S803591,IL,701 N. Sacramento,(773) 265-7605,6832515
11/30/2015,DODG,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6832534
11/30/2015,DODG,4D,STR,GRY,V315003,IL,701 N. Sacramento,(773) 265-1846,1534079
11/30/2015,DODG,4D,DYN,PLE,,IL,10300 S. Doty,(773) 568-8495,2777685
11/30/2015,DODG,VN,TK,SIL,1435080-,IL,701 N. Sacramento,(773) 265-7605,6832517
11/30/2015,DODG,VN,,GRN,C755777,IL,701 N. Sacramento,(773) 265-7605,6832530
11/30/2015,DODG,VN,,RED,Z402670,IL,10300 S. Doty,(773) 568-8495,2777662
11/30/2015,DODG,,,BLK,L743090,IL,10300 S. Doty,(773) 568-8495,2777676
11/30/2015,FORD,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2777695
11/30/2015,FORD,4D,,RED,155S438,IL,400 E. Lower Wacker,(312) 744-7550,938877
11/30/2015,FORD,4D,,BLK,E205569,IL,701 N. Sacramento,(773) 265-7605,6832512
11/30/2015,FORD,LL,,BLK,130725F,IL,701 N. Sacramento,(773) 265-7605,6832532
11/30/2015,FORD,LL,,WHI,V155892,IL,10300 S. Doty,(773) 568-8495,2777710
11/30/2015,FORD,PK,F15,SIL,508S450,IL,10300 S. Doty,(773) 568-8495,2777694
11/30/2015,GMC,LL,,GLD,R508676,IL,701 N. Sacramento,(773) 265-7605,6832505
11/30/2015,HOND,4D,,BLK,Y740701,IL,10300 S. Doty,(773) 568-8495,2777704
11/30/2015,HOND,LL,,BLK,E527551,IL,400 E. Lower Wacker,(312) 744-7550,938906
11/30/2015,HYUN,4D,,SIL,Z475528,IL,10300 S. Doty,(773) 568-8495,2777656
11/30/2015,JEEP,LL,CHE,RED,6490780,IL,10300 S. Doty,(773) 568-8495,2777691
11/30/2015,LINC,4D,CON,BLK,,IL,701 N. Sacramento,(773) 265-1846,1534080
11/30/2015,LINC,4D,,SIL,E149036,IL,10300 S. Doty,(773) 568-8495,2777683
11/30/2015,LINC,4D,,WHI,N761657,IL,10300 S. Doty,(773) 568-8495,2777690
11/30/2015,MAZD,4T,,WHI,A960892,IL,701 N. Sacramento,(773) 265-7605,6832506
11/30/2015,MERC,4D,,BLK,E152686,IL,10300 S. Doty,(773) 568-8495,2777702
11/30/2015,MERZ,4D,,BLK,E832531,IL,10300 S. Doty,(773) 568-8495,2777707
11/30/2015,NISS,4D,,RED,4789592,IL,701 N. Sacramento,(773) 265-7605,6832520
11/30/2015,NISS,4D,,WHI,V765193,IL,10300 S. Doty,(773) 568-8495,2777697
11/30/2015,NISS,4D,,BGE,E530854,IL,10300 S. Doty,(773) 568-8495,2777699
11/30/2015,OLDS,4D,ALO,SIL,E358451,IL,10300 S. Doty,(773) 568-8495,1507763
11/30/2015,PONT,2D,,BLK,E674625,IL,10300 S. Doty,(773) 568-8495,2777666
11/30/2015,PONT,4D,,GRN,V608214,IL,10300 S. Doty,(773) 568-8495,2777700
11/30/2015,PONT,4D,,BLK,Z472847,IL,10300 S. Doty,(773) 568-8495,2777653
11/30/2015,PONT,4D,600,SIL,V707065,IL,10300 S. Doty,(773) 568-8495,2777682
11/30/2015,PONT,VN,,MAR,519S269,IL,10300 S. Doty,(773) 568-8495,2777703
11/30/2015,SUBA,4D,,SIL,S187637,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415721
11/30/2015,TOYT,4D,CAM,BRO,ZU8656,IL,701 N. Sacramento,(773) 265-1846,1534082
11/30/2015,TOYT,4D,,TAN,219S449,IL,701 N. Sacramento,(773) 265-7605,6832516
11/30/2015,TOYT,4D,,TAN,441S408,IL,10300 S. Doty,(773) 568-8495,2777705
11/30/2015,TOYT,4D,,GRY,K917229,IL,10300 S. Doty,(773) 568-8495,2777665
11/29/2015,BMW,4D,528,SIL,Y760796,IL,701 N. Sacramento,(773) 265-7605,6832489
11/29/2015,CADI,4D,,BLK,E708464,IL,701 N. Sacramento,(773) 265-7605,6832488
11/29/2015,CHEV,2D,,RED,E149664,IL,10300 S. Doty,(773) 568-8495,2777635
11/29/2015,CHEV,2D,,WHI,548S061,IL,10300 S. Doty,(773) 568-8495,2777639
11/29/2015,CHEV,2D,,TAN,Y734689,IL,10300 S. Doty,(773) 568-8495,2777619
11/29/2015,CHEV,2D,,GRY,Y765548,IL,701 N. Sacramento,(773) 265-7605,6832478
11/29/2015,CHEV,4D,MAL,TAN,SZI686,IN,701 N. Sacramento,(773) 265-7605,6832491
11/29/2015,CHEV,4D,,BLU,Y754528,IL,10300 S. Doty,(773) 568-8495,2777614
11/29/2015,CHEV,4D,IMP,BLU,E309773,IL,701 N. Sacramento,(773) 265-7605,6832493
11/29/2015,CHEV,LL,,BLK,E828298,IL,10300 S. Doty,(773) 568-8495,2777622
11/29/2015,CHEV,LL,BLZ,RED,Y915242,IL,701 N. Sacramento,(773) 265-7605,6832479
11/29/2015,CHEV,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6832472
11/29/2015,CHRY,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2777637
11/29/2015,CHRY,VN,TK,GRY,E476390,IL,10300 S. Doty,(773) 568-8495,2777641
11/29/2015,DODG,4D,,WHI,Z176562,IL,701 N. Sacramento,(773) 265-7605,6832466
11/29/2015,DODG,4D,,GRN,K992985,IL,701 N. Sacramento,(773) 265-7605,6832483
11/29/2015,DODG,VN,,BLU,E477122,IL,10300 S. Doty,(773) 568-8495,2777615
11/29/2015,FORD,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2777640
11/29/2015,FORD,4D,,BLK,E277161,IL,10300 S. Doty,(773) 568-8495,2777611
11/29/2015,FORD,4T,,SIL,V315304,IL,10300 S. Doty,(773) 568-8495,2777638
11/29/2015,FORD,LL,EXP,BLK,214S414,IL,701 N. Sacramento,(773) 265-7605,6832495
11/29/2015,HYUN,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2777621
11/29/2015,INFI,4D,,BLK,V948177,IL,10300 S. Doty,(773) 568-8495,2777613
11/29/2015,JEEP,LL,,BLK,H185654,IL,10300 S. Doty,(773) 568-8495,2777630
11/29/2015,JEEP,LL,,WHI,E923553,IL,701 N. Sacramento,(773) 265-7605,6832481
11/29/2015,LEXS,4D,,GRN,318S895,IL,701 N. Sacramento,(773) 265-7605,6832492
11/29/2015,MAZD,4D,,SIL,E696492,IL,10300 S. Doty,(773) 568-8495,2777624
11/29/2015,MERZ,SW,,BLU,Y772985,IL,701 N. Sacramento,(773) 265-7605,6832500
11/29/2015,NISS,4D,,SIL,Z376279,IL,10300 S. Doty,(773) 568-8495,2777625
11/29/2015,NISS,4D,ALT,MAR,P129756,IL,701 N. Sacramento,(773) 265-7605,6832486
11/29/2015,NISS,4D,ALT,BLK,380S839,IL,701 N. Sacramento,(773) 265-7605,6832496
11/29/2015,NISS,4D,,GLD,P491113,IL,701 N. Sacramento,(773) 265-7605,6832476
11/29/2015,NISS,4T,,GLD,Y740320,IL,701 N. Sacramento,(773) 265-7605,6832502
11/29/2015,OLDS,4D,88,BLK,V129795,IL,10300 S. Doty,(773) 568-8495,2777629
11/29/2015,PONT,VN,MTA,BLK,E279976,IL,701 N. Sacramento,(773) 265-7605,6832480
11/29/2015,PONT,VN,,TAN,Z48250,IL,701 N. Sacramento,(773) 265-7605,6832498
11/29/2015,SAA,4D,,GRY,V523891,IL,701 N. Sacramento,(773) 265-7605,6832494
11/29/2015,TOYT,4D,COA,GRY,L651619,IL,701 N. Sacramento,(773) 265-7605,6832485
11/29/2015,TOYT,4D,,TAN,V317095,IL,701 N. Sacramento,(773) 265-7605,6832501
11/29/2015,TOYT,4T,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6832503
11/29/2015,VOLV,4T,,BLU,S360812,IL,10300 S. Doty,(773) 568-8495,2777634
11/28/2015,BMW,4D,525,BLK,V333610,IL,10300 S. Doty,(773) 568-8495,2777556
11/28/2015,BMW,4T,,BLU,Y816356,IL,10300 S. Doty,(773) 568-8495,2777537
11/28/2015,BUIC,4D,,GRY,458S206,IL,10300 S. Doty,(773) 568-8495,2777609
11/28/2015,BUIC,4D,LES,WHI,N129076,IL,10300 S. Doty,(773) 568-8495,2777551
11/28/2015,CADI,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2777603
11/28/2015,CADI,4D,,BLK,Z271744,IL,701 N. Sacramento,(773) 265-7605,6832424
11/28/2015,CADI,LL,,BLK,E722002,IL,701 N. Sacramento,(773) 265-7605,6832446
11/28/2015,CHEV,2D,CAV,BLK,E674364,IL,10300 S. Doty,(773) 568-8495,2777561
11/28/2015,CHEV,2D,,SIL,E386466,IL,10300 S. Doty,(773) 568-8495,2777592
11/28/2015,CHEV,2D,TRK,GRN,,IL,701 N. Sacramento,(773) 265-7605,6832462
11/28/2015,CHEV,4D,MAL,SIL,E868167,IL,10300 S. Doty,(773) 568-8495,2777568
11/28/2015,CHEV,4D,,WHI,E918424,IL,10300 S. Doty,(773) 568-8495,2777620
